"host","src","domain","len","numbers","dicts","entropy"
"2n1ms9rtbki86gtftn1c7pop9.com","gameoverdga","2n1ms9rtbki86gtftn1c7pop9",25,8,0.56,4.13366068968819
"r3c86kddjz8xphjbty15kb1z6.net","gameoverdga","r3c86kddjz8xphjbty15kb1z6",25,8,0.48,4.00385618977472
"kwsh6c1h9jw7zh0ytjpi45c4g.com","gameoverdga","kwsh6c1h9jw7zh0ytjpi45c4g",25,8,0.32,4.13366068968819
"po4lgp94d6u31fb3t0egx3lq1.com","gameoverdga","po4lgp94d6u31fb3t0egx3lq1",25,10,0.4,4.05366068968819
"tpmgdqfv49rswmu2byot3r0.org","gameoverdga","tpmgdqfv49rswmu2byot3r0",23,5,0.739130434782609,4.26269239083962
"1g7ig93qr9jyme2k76x14z43ig.biz","gameoverdga","1g7ig93qr9jyme2k76x14z43ig",26,12,0.461538461538462,4.05602096805788
"4woq3ulf2whb9hn0ei17sjwu2.net","gameoverdga","4woq3ulf2whb9hn0ei17sjwu2",25,8,0.32,4.21366068968819
"18gn2c61ytvj781ijt6ua15a5o5z.biz","gameoverdga","18gn2c61ytvj781ijt6ua15a5o5z",28,13,0.464285714285714,3.99468036840891
"vm0b7n197gum01je124oy8s25q.biz","gameoverdga","vm0b7n197gum01je124oy8s25q",26,13,0.615384615384615,4.20986712190404
"1b0iqx21t783ms19jvznd1fayf3.org","gameoverdga","1b0iqx21t783ms19jvznd1fayf3",27,11,0.518518518518518,4.31044305771902
"1qa9tewvxt9xlhsdnpd17jdb9c.net","gameoverdga","1qa9tewvxt9xlhsdnpd17jdb9c",26,6,0.538461538461538,4.10390991028236
"1od9c5t1888z8f74fslyzehtke.net","gameoverdga","1od9c5t1888z8f74fslyzehtke",26,10,0.692307692307692,4.0081320258334
"1ustjru1d3xaty1en4afawruabo.net","gameoverdga","1ustjru1d3xaty1en4afawruabo",27,5,0.740740740740741,3.95822916866988
"ckdqqq17qc3sebvcypymd7yan.net","gameoverdga","ckdqqq17qc3sebvcypymd7yan",25,4,0.56,3.78346518960165
"jsb93smux4l31kxz5mk1h8sk6n.biz","gameoverdga","jsb93smux4l31kxz5mk1h8sk6n",26,9,0.461538461538462,4.02698683335929
"192ws9f1d5rdcithx9re128ozar.biz","gameoverdga","192ws9f1d5rdcithx9re128ozar",27,10,0.777777777777778,4.0784185204416
"1blp0wc1hoxm2c1vg3m7m1hgx447.biz","gameoverdga","1blp0wc1hoxm2c1vg3m7m1hgx447",28,11,0.5,3.92325179698034
"9rj41o1jai9qe116b1zv93qeoe.biz","gameoverdga","9rj41o1jai9qe116b1zv93qeoe",26,11,0.653846153846154,3.65738527665018
"1v9ghs9os4lfmv1h6qn1l5fc55.org","gameoverdga","1v9ghs9os4lfmv1h6qn1l5fc55",26,10,0.384615384615385,3.87314067951313
"1jn76373xftwi1wwt7e192feyo.net","gameoverdga","1jn76373xftwi1wwt7e192feyo",26,11,0.692307692307692,3.84410654481454
"12s2c2pdrtpmo1mvw314p6ic8.org","gameoverdga","12s2c2pdrtpmo1mvw314p6ic8",25,10,0.56,3.91326968951511
"4ha3pl5bmg237c9zd2t9hfhk.biz","gameoverdga","4ha3pl5bmg237c9zd2t9hfhk",24,9,0.5,4.13684218813101
"1brs8rk1nnqtwy1jkrghj1a8wqu.com","gameoverdga","1brs8rk1nnqtwy1jkrghj1a8wqu",27,6,0.333333333333333,3.83803981689815
"1oexq1e10kjakq1u8odtvu1cihg.com","gameoverdga","1oexq1e10kjakq1u8odtvu1cihg",27,7,0.481481481481481,3.9545304475547
"o8y412nmam8616tdtzs1hmrsur.org","gameoverdga","o8y412nmam8616tdtzs1hmrsur",26,9,0.653846153846154,3.95006375643621
"1gqr4h51nylvb5xcp9zof0jv19.com","gameoverdga","1gqr4h51nylvb5xcp9zof0jv19",26,9,0.346153846153846,4.28679019882711
"1eb9xbk1s27g6z1s87xxkx29joh.net","gameoverdga","1eb9xbk1s27g6z1s87xxkx29joh",27,11,0.518518518518518,3.83803981689815
"5lncuc5q9s88z8cr3zjhliti.net","gameoverdga","5lncuc5q9s88z8cr3zjhliti",24,7,0.458333333333333,3.85538854220753
"1txkmpx1ykhjatrourgeqr0fn3.org","gameoverdga","1txkmpx1ykhjatrourgeqr0fn3",26,4,0.5,4.20986712190404
"uzg1lc6aciogl4apxx4uq7.com","gameoverdga","uzg1lc6aciogl4apxx4uq7",22,5,0.5,3.82306798227366
"ova63z1nqgzfjgmmw87dn94dt.net","gameoverdga","ova63z1nqgzfjgmmw87dn94dt",25,7,0.52,4.24385618977472
"kawck31on7nx91hvbm741j1pa8.com","gameoverdga","kawck31on7nx91hvbm741j1pa8",26,10,0.5,4.08505510275648
"1iwl1dz1vj9fws14bxdan916ntz.biz","gameoverdga","1iwl1dz1vj9fws14bxdan916ntz",27,9,0.444444444444444,3.9545304475547
"p9vuryzd26nn1xe3pc11uc56ys.net","gameoverdga","p9vuryzd26nn1xe3pc11uc56ys",26,9,0.461538461538462,4.05602096805788
"1w6r68p18j9n2idm5ko81chtkb.net","gameoverdga","1w6r68p18j9n2idm5ko81chtkb",26,11,0.653846153846154,4.18083298720544
"g6xh6k1reszp11l6b6o555j3q1.biz","gameoverdga","g6xh6k1reszp11l6b6o555j3q1",26,12,0.576923076923077,3.90217481421173
"7rk0sfn55tj117rctuv12p6e2g.org","gameoverdga","7rk0sfn55tj117rctuv12p6e2g",26,11,0.538461538461538,4.13294404498096
"sph6jj1cjui3t7r9bbr13mqccb.net","gameoverdga","sph6jj1cjui3t7r9bbr13mqccb",26,7,0.269230769230769,3.92102962173762
"1xc2q7q12t43ri1txeviya6xfyk.org","gameoverdga","1xc2q7q12t43ri1txeviya6xfyk",27,9,0.333333333333333,4.03230324274395
"1ls9jvcpj5r9z1eew30xd72dpy.org","gameoverdga","1ls9jvcpj5r9z1eew30xd72dpy",26,9,0.346153846153846,4.23890125660263
"ulkfyixdojfpbcix.eu","necurs","ulkfyixdojfpbcix",16,0,0.5625,3.625
"xlghgpw.de","necurs","xlghgpw",7,0,0,2.52164063634332
"diiphdfxctpnvgracsjej.ga","necurs","diiphdfxctpnvgracsjej",21,0,0.571428571428571,3.91612694658828
"appursieqsdqthqvqau.com","necurs","appursieqsdqthqvqau",19,0,0.421052631578947,3.40582225028569
"wqybruupnawhyulxfjjg.org","necurs","wqybruupnawhyulxfjjg",20,0,0.4,3.78418371977919
"mpsdmdtqvbglvgch.sc","necurs","mpsdmdtqvbglvgch",16,0,0.4375,3.5
"adfuqqdpkgpsysj.nu","necurs","adfuqqdpkgpsysj",15,0,0.533333333333333,3.37355726227519
"ybuushsjlonkpfjhoeunb.su","necurs","ybuushsjlonkpfjhoeunb",21,0,0.619047619047619,3.59446563696145
"pwgohejgojpisangfv.cx","necurs","pwgohejgojpisangfv",18,0,0.5,3.57243125132212
"eluixbgirhmwrx.tw","necurs","eluixbgirhmwrx",14,0,0,3.37878349348618
"xdbtwtiyqhgwkhjbohmm.org","necurs","xdbtwtiyqhgwkhjbohmm",20,0,0.45,3.68418371977919
"mpfslrusgnrjhiyd.ki","necurs","mpfslrusgnrjhiyd",16,0,0.375,3.75
"bgcvsmbffu.kz","necurs","bgcvsmbffu",10,0,0.6,2.92192809488736
"tailpfajcsnnwvf.co","necurs","tailpfajcsnnwvf",15,0,0.866666666666667,3.50689059560852
"mwfarphjxqnrae.bz","necurs","mwfarphjxqnrae",14,0,0.571428571428571,3.52164063634332
"aiepfduxlyakutkrkxujl.tj","necurs","aiepfduxlyakutkrkxujl",21,0,0.476190476190476,3.653756708287
"diuyhtnbivduv.de","necurs","diuyhtnbivduv",13,0,0.769230769230769,3.08505510275648
"kqquwmwcfcnhsba.com","necurs","kqquwmwcfcnhsba",15,0,0.533333333333333,3.50689059560852
"qjiwgclmvsd.biz","necurs","qjiwgclmvsd",11,0,0.545454545454545,3.4594316186373
"pficegpan.ug","necurs","pficegpan",9,0,0.888888888888889,2.94770277922009
"oicbitwcbsgslbpsoufwh.cm","necurs","oicbitwcbsgslbpsoufwh",21,0,0.761904761904762,3.55851861304891
"elwbiecdpxkaa.ru","necurs","elwbiecdpxkaa",13,0,0.461538461538462,3.39274741044878
"bgkcwtygjakeq.biz","necurs","bgkcwtygjakeq",13,0,0.692307692307692,3.39274741044878
"lqqdamnpdfqb.ru","necurs","lqqdamnpdfqb",12,0,0.666666666666667,3.0220552088742
"qcmgqsopi.ir","necurs","qcmgqsopi",9,0,0.777777777777778,2.94770277922009
"gjuhpktmautswsvcos.to","necurs","gjuhpktmautswsvcos",18,0,0.777777777777778,3.68354236243323
"aswadgjm.ug","necurs","aswadgjm",8,0,0.625,2.75
"gushqrmfakl.us","necurs","gushqrmfakl",11,0,0.727272727272727,3.4594316186373
"wgntcilpdcdfugi.to","necurs","wgntcilpdcdfugi",15,0,0.6,3.37355726227519
"phrqxxdvevidxbhnecsl.so","necurs","phrqxxdvevidxbhnecsl",20,0,0.4,3.68418371977919
"klmitgpa.com","necurs","klmitgpa",8,0,0.375,3
"vxkivafyiausrh.xxx","necurs","vxkivafyiausrh",14,0,0.785714285714286,3.37878349348618
"jhqjcqq.so","necurs","jhqjcqq",7,0,0,1.84237099317711
"ifyhraqnxnrr.cm","necurs","ifyhraqnxnrr",12,0,0.25,3.0220552088742
"wqypabjqbgjrysrqdhdac.us","necurs","wqypabjqbgjrysrqdhdac",21,0,0.19047619047619,3.59446563696145
"mrkworykahbp.ki","necurs","mrkworykahbp",12,0,0.25,3.25162916738782
"aoftlkoa.so","necurs","aoftlkoa",8,0,0.875,2.5
"wtftynuaboaopyr.in","necurs","wtftynuaboaopyr",15,0,0.933333333333333,3.37355726227519
"gilnipcuavvwruoebc.mu","necurs","gilnipcuavvwruoebc",18,0,0.5,3.72548055699787
"okasqntmuw.ms","necurs","okasqntmuw",10,0,0.4,3.32192809488736
"tjououfnlniwl.kz","necurs","tjououfnlniwl",13,0,0.230769230769231,3.08505510275648
"ucnuhoahcgqxeg.ga","necurs","ucnuhoahcgqxeg",14,0,0,3.23592635062903
"cjvxwiqjniyqsfke.in","necurs","cjvxwiqjniyqsfke",16,0,0,3.625
"fxjrhrldmtujuyju.cx","necurs","fxjrhrldmtujuyju",16,0,0.375,3.28063906222957
"rkmtisutrywtkrefcds.bz","necurs","rkmtisutrywtkrefcds",19,0,0.736842105263158,3.53688672374217
"wagpiyuoqsvlrdmfrdk.sx","necurs","wagpiyuoqsvlrdmfrdk",19,0,0.578947368421053,4.03740119765411
"sonmbsfqgl.ga","necurs","sonmbsfqgl",10,0,0.6,3.12192809488736
"dkmgrevbxhigrktki.ki","necurs","dkmgrevbxhigrktki",17,0,0.411764705882353,3.45482239994661
"kvtbqegjosa.us","necurs","kvtbqegjosa",11,0,0.363636363636364,3.4594316186373
"eixckrntiwsj.us","necurs","eixckrntiwsj",12,0,0.666666666666667,3.41829583405449
"fakjnilprbdslq.eu","necurs","fakjnilprbdslq",14,0,0.571428571428571,3.66449777920046
"wcerxhiuwytsba.co","necurs","wcerxhiuwytsba",14,0,0.214285714285714,3.66449777920046
"frsparbylosa.in","necurs","frsparbylosa",12,0,0.916666666666667,3.08496250072116
"qdqcyduuagiam.mx","necurs","qdqcyduuagiam",13,0,0.461538461538462,3.08505510275648
"idvfmvoqnawuffb.nu","necurs","idvfmvoqnawuffb",15,0,0.866666666666667,3.45656476213095
"wmulgjolmv.sh","necurs","wmulgjolmv",10,0,0.3,2.92192809488736
"bpqiweteycodgaeeus.tv","necurs","bpqiweteycodgaeeus",18,0,0.5,3.72548055699787
"xtewqkqxkrkuoiv.xxx","necurs","xtewqkqxkrkuoiv",15,0,0.4,3.32323142879762
"kjoemracqijcdxextmtn.su","necurs","kjoemracqijcdxextmtn",20,0,0.8,3.72192809488736
"ihsomxmrsoed.kz","necurs","ihsomxmrsoed",12,0,0.916666666666667,3.08496250072116
"wcyscvxmjbnjufihsknwp.bz","necurs","wcyscvxmjbnjufihsknwp",21,0,0.142857142857143,3.91612694658828
"kaiaqjqflhweouejd.nf","necurs","kaiaqjqflhweouejd",17,0,0.235294117647059,3.61687460595622
"rcwlodlsf.ir","necurs","rcwlodlsf",9,0,0.555555555555556,2.94770277922009
"lqvqonrwksyjbvtrrc.im","necurs","lqvqonrwksyjbvtrrc",18,0,0.666666666666667,3.68354236243323
"enqpcxeinpfoijmb.org","necurs","enqpcxeinpfoijmb",16,0,0.25,3.5
"nxsxjyrsekjalyfafqvdf.nu","necurs","nxsxjyrsekjalyfafqvdf",21,0,0.380952380952381,3.68970373219955
"xtnhhfqchhmvvq.su","necurs","xtnhhfqchhmvvq",14,0,0,2.95021206491475
"misbymcfthwydy.mn","necurs","misbymcfthwydy",14,0,0.714285714285714,3.32486295761736
"xpwdgcljbiqplyi.me","necurs","xpwdgcljbiqplyi",15,0,0.6,3.50689059560852
"gmuojgrcbsuvwquabmsnb.cc","necurs","gmuojgrcbsuvwquabmsnb",21,0,0.619047619047619,3.653756708287
"sclkqotjgrkbwe.xxx","necurs","sclkqotjgrkbwe",14,0,0.428571428571429,3.66449777920046
"letoiipkgkjhaabl.cx","necurs","letoiipkgkjhaabl",16,0,0.875,3.5
"xpylhbidultjx.biz","necurs","xpylhbidultjx",13,0,0.615384615384615,3.39274741044878
"xssnaxblnnqu.nf","necurs","xssnaxblnnqu",12,0,0.333333333333333,2.85538854220753
"lptsnnqmkvbloc.cx","necurs","lptsnnqmkvbloc",14,0,0.571428571428571,3.52164063634332
"ovfhvlqaukidgnusogybs.de","necurs","ovfhvlqaukidgnusogybs",21,0,0.523809523809524,3.91612694658828
"lkctmfiwcwcqydgtta.jp","necurs","lkctmfiwcwcqydgtta",18,0,0.611111111111111,3.53049305675748
"xmdhtluuceccmmjk.tv","necurs","xmdhtluuceccmmjk",16,0,0.4375,3.28063906222957
"yjbjtyrahhsfwbhqs.ru","necurs","yjbjtyrahhsfwbhqs",17,0,0.294117647058824,3.33717534112308
"xtnodsrvg.biz","necurs","xtnodsrvg",9,0,0.555555555555556,3.16992500144231
"dwjewlqkk.tj","necurs","dwjewlqkk",9,0,0.333333333333333,2.72548055699787
"lgykabalpfvgllj.jp","necurs","lgykabalpfvgllj",15,0,0.466666666666667,3.10689059560852
"oyxublrmp.de","necurs","oyxublrmp",9,0,0,3.16992500144231
"tvalgstvotl.biz","necurs","tvalgstvotl",11,0,1,2.66353275480425
"bygtxkwhcsebvnxqs.ru","necurs","bygtxkwhcsebvnxqs",17,0,0.352941176470588,3.73452166477975
"gniisoeilsa.mu","necurs","gniisoeilsa",11,0,0.727272727272727,2.84535093662244
"qgulxgks.ac","necurs","qgulxgks",8,0,0.75,2.75
"hqdxksxgdwj.us","necurs","hqdxksxgdwj",11,0,0,3.09579525500093
"ycmfjcfqqegtubg.tv","necurs","ycmfjcfqqegtubg",15,0,0.466666666666667,3.37355726227519
"ftkjjehpqrrxndch.tv","necurs","ftkjjehpqrrxndch",16,0,0.4375,3.625
"vcwylxaboiyu.com","necurs","vcwylxaboiyu",12,0,0.25,3.41829583405449
"ujjjbsbarbdx.ac","necurs","ujjjbsbarbdx",12,0,0.583333333333333,2.79248125036058
"fidntpflwk.org","necurs","fidntpflwk",10,0,0.6,3.12192809488736
"ycaonlr.sh","necurs","ycaonlr",7,0,0.571428571428571,2.8073549220576
"iblmduhaxpecmxqnwsk.la","necurs","iblmduhaxpecmxqnwsk",19,0,0.736842105263158,4.03740119765411
"smaolfvl.mu","necurs","smaolfvl",8,0,0.625,2.75
"lccysucihrjijpg.su","necurs","lccysucihrjijpg",15,0,0.466666666666667,3.32323142879762
"fnaeaoabpfajeiievt.sx","necurs","fnaeaoabpfajeiievt",18,0,0.611111111111111,3.23909791798879
"bmjitngoviebhbfc.pro","necurs","bmjitngoviebhbfc",16,0,0.6875,3.57781953111478
"ixvmnnlnm.bz","necurs","ixvmnnlnm",9,0,0,2.41938194564637
"cloudwore.net","nivdort","cloudwore",9,0,1,2.94770277922009
"musicvoice.net","nivdort","musicvoice",10,0,1,2.92192809488736
"dutygrow.net","nivdort","dutygrow",8,0,1,3
"meatvoice.net","nivdort","meatvoice",9,0,1,2.94770277922009
"sightfive.net","nivdort","sightfive",9,0,1,2.94770277922009
"spokebreak.net","nivdort","spokebreak",10,0,1,2.92192809488736
"spotcompe.net","nivdort","spotcompe",9,0,1,2.72548055699787
"deadeight.net","nivdort","deadeight",9,0,1,2.72548055699787
"headhelp.net","nivdort","headhelp",8,0,1,2.5
"drinkmeet.net","nivdort","drinkmeet",9,0,1,2.94770277922009
"thesehalf.net","nivdort","thesehalf",9,0,1,2.72548055699787
"dreamlate.net","nivdort","dreamlate",9,0,1,2.72548055699787
"movecompe.net","nivdort","movecompe",9,0,1,2.50325833477565
"hillcount.net","nivdort","hillcount",9,0,1,2.94770277922009
"drinkhello.net","nivdort","drinkhello",10,0,1,3.12192809488736
"dreamfeel.net","nivdort","dreamfeel",9,0,1,2.64160416786859
"deadscene.net","nivdort","deadscene",9,0,1,2.41938194564637
"quicksmall.net","nivdort","quicksmall",10,0,1,3.12192809488736
"watchthem.net","nivdort","watchthem",9,0,1,2.72548055699787
"hairroll.net","nivdort","hairroll",8,0,1,2.5
"gladhunt.net","nivdort","gladhunt",8,0,1,3
"hairthank.net","nivdort","hairthank",9,0,1,2.72548055699787
"caseconsiderable.net","nivdort","caseconsiderable",16,0,1,3.32781953111478
"spokehear.net","nivdort","spokehear",9,0,1,2.94770277922009
"visittell.net","nivdort","visittell",9,0,1,2.50325833477565
"meatonly.net","nivdort","meatonly",8,0,1,3
"threehouse.net","nivdort","threehouse",10,0,1,2.64643934467102
"lookslow.net","nivdort","lookslow",8,0,1,2.15563906222957
"whomlady.net","nivdort","whomlady",8,0,1,3
"whomhello.net","nivdort","whomhello",9,0,1,2.50325833477565
"wishrain.net","nivdort","wishrain",8,0,1,2.75
"upontoday.net","nivdort","upontoday",9,0,1,2.94770277922009
"ablemail.net","nivdort","ablemail",8,0,1,2.5
"mostsaturday.net","nivdort","mostsaturday",12,0,1,3.08496250072116
"arivekill.net","nivdort","arivekill",9,0,1,2.72548055699787
"rockcount.net","nivdort","rockcount",9,0,1,2.72548055699787
"signgreen.net","nivdort","signgreen",9,0,1,2.50325833477565
"humanprove.net","nivdort","humanprove",10,0,1,3.32192809488736
"equaldish.net","nivdort","equaldish",9,0,1,3.16992500144231
"wiferoad.net","nivdort","wiferoad",8,0,1,3
"hillsuch.net","nivdort","hillsuch",8,0,1,2.5
"jumpneck.net","nivdort","jumpneck",8,0,1,3
"whichcroud.net","nivdort","whichcroud",10,0,1,2.92192809488736
"uponthey.net","nivdort","uponthey",8,0,1,3
"roomwash.net","nivdort","roomwash",8,0,1,2.75
"septemberpaid.net","nivdort","septemberpaid",13,0,1,3.18083298720544
"hillrain.net","nivdort","hillrain",8,0,1,2.5
"pickfell.net","nivdort","pickfell",8,0,1,2.75
"feltsuch.net","nivdort","feltsuch",8,0,1,3
"pickthrew.net","nivdort","pickthrew",9,0,1,3.16992500144231
"takenrain.net","nivdort","takenrain",9,0,1,2.72548055699787
"takennovember.net","nivdort","takennovember",13,0,1,3.18083298720544
"dutymeet.net","nivdort","dutymeet",8,0,1,2.5
"mostcroud.net","nivdort","mostcroud",9,0,1,2.94770277922009
"casehelp.net","nivdort","casehelp",8,0,1,2.75
"spotlight.net","nivdort","spotlight",9,0,1,2.94770277922009
"jumpmarch.net","nivdort","jumpmarch",9,0,1,2.94770277922009
"wishgives.net","nivdort","wishgives",9,0,1,2.72548055699787
"casescene.net","nivdort","casescene",9,0,1,2.19715972342415
"saltfine.net","nivdort","saltfine",8,0,1,3
"fairbody.net","nivdort","fairbody",8,0,1,3
"quickguide.net","nivdort","quickguide",10,0,1,2.92192809488736
"cloudvoice.net","nivdort","cloudvoice",10,0,1,2.92192809488736
"takenpure.net","nivdort","takenpure",9,0,1,2.94770277922009
"darkhappy.net","nivdort","darkhappy",9,0,1,2.72548055699787
"roomhelp.net","nivdort","roomhelp",8,0,1,2.75
"signvoice.net","nivdort","signvoice",9,0,1,2.94770277922009
"wishthank.net","nivdort","wishthank",9,0,1,2.94770277922009
"hillwrote.net","nivdort","hillwrote",9,0,1,2.94770277922009
"looklight.net","nivdort","looklight",9,0,1,2.72548055699787
"knowheight.net","nivdort","knowheight",10,0,1,3.12192809488736
"withdish.net","nivdort","withdish",8,0,1,2.5
"spotgrow.net","nivdort","spotgrow",8,0,1,2.75
"madesince.net","nivdort","madesince",9,0,1,2.94770277922009
"visithurry.net","nivdort","visithurry",10,0,1,2.92192809488736
"darkgold.net","nivdort","darkgold",8,0,1,2.75
"lookbelow.net","nivdort","lookbelow",9,0,1,2.41938194564637
"groupmonday.net","nivdort","groupmonday",11,0,1,3.27761343681912
"southcause.net","nivdort","southcause",10,0,1,2.92192809488736
"dreamrise.net","nivdort","dreamrise",9,0,1,2.72548055699787
"madeheight.net","nivdort","madeheight",10,0,1,2.92192809488736
"septemberbody.net","nivdort","septemberbody",13,0,1,3.18083298720544
"arivedance.net","nivdort","arivedance",10,0,1,2.92192809488736
"arivecount.net","nivdort","arivecount",10,0,1,3.32192809488736
"lookpast.net","nivdort","lookpast",8,0,1,2.75
"frontslow.net","nivdort","frontslow",9,0,1,2.94770277922009
"yardmail.net","nivdort","yardmail",8,0,1,2.75
"meatfeel.net","nivdort","meatfeel",8,0,1,2.40563906222957
"offerpeace.net","nivdort","offerpeace",10,0,1,2.64643934467102
"hanghome.net","nivdort","hanghome",8,0,1,2.75
"signsleep.net","nivdort","signsleep",9,0,1,2.72548055699787
"equaldare.net","nivdort","equaldare",9,0,1,2.72548055699787
"thiscroud.net","nivdort","thiscroud",9,0,1,3.16992500144231
"jumpfood.net","nivdort","jumpfood",8,0,1,2.75
"rockhope.net","nivdort","rockhope",8,0,1,2.75
"wrongleft.net","nivdort","wrongleft",9,0,1,3.16992500144231
"spendlive.net","nivdort","spendlive",9,0,1,2.94770277922009
"thisiron.net","nivdort","thisiron",8,0,1,2.75
"caseking.net","nivdort","caseking",8,0,1,3
"visitstood.net","nivdort","visitstood",10,0,1,2.52192809488736
